#小鹤音形文本码表for PC搜狗拼音自定义短语
#用户许可协议：
#1.何海峰为“小鹤双拼、小鹤音形”输入方案的作者。
#2.本码表受著作权保护，只限您私人使用，不得修改和发布。
#3.未经授权，不得将本码表用于商业用途。
#著作权人：何海峰
#官方网站：flypy.com   QQ群：182883808
#本表贴入搜狗拼音自定义短语使用
jike,1=即可
bcvf,1=抱枕
bcvg,1=保证
bcvh,1=保障
bcvi,1=报纸
bcvj,1=报站
bcvl,1=包装
bcvs,1=保重
bcvu,1=抱住
bcvy,1=保准
bcvz,1=煲粥
bcwf,1=保温
bcwn,1=博茨瓦纳
bcwu,1=宝物
bcww,1=包围
bcxb,1=报信
bcxi,1=报喜
bcxk,1=暴行
bcxl,1=包厢
bcxm,1=保险
bcxn,1=报销
bcxq,1=保修
bcxs,1=胞兄
bcxt,1=暴雪
bcxx,1=包下
bcya,1=龅牙
bcyh,1=保养
bcyi,1=报以
bcyk,1=报应
bcyr,1=抱怨
bcyt,1=包月
bcyu,1=暴雨
bcyz,1=保佑
bcza,1=包扎
bczc,1=暴躁
bczg,1=暴增
bczh,1=宝藏
bczi,1=包子
bczo,1=宝座
bczu,1=包租
bdb,1=不得不
bdbc,1=百宝
bdbd,1=拜拜
bdbi,1=败笔
bdbj,1=白班
bdbk,1=百病
bdbl,1=宝刀不老
bdbm,1=百变
bdbp,1=拜别
bdbq,1=百毒不侵
bdbt,1=不得不低头
bdbu,1=摆布
bdbw,1=百倍
bdbx,1=不大不小
bdby,1=百读不厌
bdcd,1=白菜
bdcc,1=百草
bdcu,1=白醋
bddj,1=不单单
bddc,1=拜倒
bddd,1=白带
bddi,1=白底
bddk,1=白丁
bddm,1=白点
bdds,1=摆动
bddt,1=不登大雅之堂
bddu,1=百度
bdev,1=不得而知
bdei,1=背道而驰
bdeq,1=拔地而起
bdfa,1=白发
bdff,1=百分
bdfh,1=拜访
bdfj,1=白饭
bdfo,1=拜佛
bdfw,1=白费
bdfg,1=白癜风
bdgj,1=白干
bdgs,1=白宫
bdge,1=白鸽
bdgl,1=白光
bdgr,1=百官
bdgo,1=白果
bdgu,1=白骨
bdhc,1=摆好
bdhe,1=百合
bdhk,1=败坏
bdho,1=百货
bdhs,1=不得好死
bdhu,1=白虎
bdhv,1=拜会
bdhx,1=白话
bdij,1=不动产
bdii,1=白痴
bdih,1=不到长城非好汉
bdir,1=百川
bdiu,1=摆出
bdj,1=不对劲
bdjb,1=白金
bdjg,1=兵多将广
bdji,1=败绩
bdjk,1=白净
bdjm,1=摆件
bdjq,1=白酒
bdjr,1=白卷
bdju,1=败局
bdjx,1=败家
bdjy,1=败军
bdjw,1=不懂就问
bdkd,1=掰开
bdke,1=百科
bdkh,1=遍地开花
bdkn,1=不大可能
bdko,1=摆阔
bdln,1=不得了
bdli,1=背地里
bdle,1=白了
bdlg,1=布达拉宫
bdlk,1=白领
bdlm,1=白脸
bdll,1=不得了了
bdlo,1=败落
bdlu,1=败露
bdlw,1=败类
bdma,1=白马
bdmc,1=白猫
bdmh,1=白忙
bdmi,1=百米
bdmj,1=摆满
bdmk,1=摆明
bdmm,1=白面
bdmn,1=白描
bdmo,1=白沫
bdmd,1=不达目的
bdnm,1=百年
bdnf,1=白嫩
bdnn,1=百鸟
bdns,1=摆弄
bdnl,1=表达能力
bdpk,1=摆平
bdpu,1=摆谱
bdq,1=不定期
bdqf,1=不得其法
bdql,1=百强
bdqs,1=不得其所
bdqx,1=北斗七星
bdrf,1=白人
bdri,1=白日
bdrx,1=不得人心
bdrz,1=白肉
bdru,1=不动如山
bdsr,1=不打算
bdse,1=白色
bdsi,1=冰冻三尺
bdsh,1=冰冻三尺，非一日之寒
bdss,1=白送
bdsu,1=败诉
bdsv,1=百岁
bdtd,1=百态
bdth,1=白糖
bdtj,1=摆摊
bdtm,1=白天
bdtn,1=白条
bdto,1=拜托
bdtu,1=白兔
bdtv,1=败退
bdtz,1=白头
bdtg,1=不断提高
bdti,1=拔得头筹
bdua,1=白纱
bdue,1=摆设
bduh,1=摆上
bdui,1=拜师
bduj,1=拜山
bduo,1=白说
bdus,1=不动声色
bduv,1=不得善终
bduz,1=拜寿
bdvf,1=别当真
bdvc,1=百兆
bdve,1=摆着
bdvg,1=摆正
bdvh,1=败仗
bdvi,1=白纸
bdvz,1=白昼
bdvd,1=不懂装懂
bdw,1=本单位
bdwj,1=百万
bdwl,1=宝刀未老
bdww,1=百位
bdx,1=北斗星
bdxi,1=白皙
bdxk,1=百姓
bdxm,1=白线
bdxp,1=拜谢
bdxt,1=白雪
bdxv,1=拔刀相助
bdy,1=不等于
bdyb,1=白银
bdyc,1=白药
bdyh,1=白羊
bdyi,1=不得已
bdyj,1=白眼
bdyl,1=弊大于利
bdyr,1=百元
bdyu,1=白玉
bdyv,1=步调一致
bdyy,1=白云
bdyk,1=不答应
bdz,1=半吊子
bdzd,1=摆在
bdzi,1=白字
bdzo,1=白做
bdzu,1=白族
bdzv,1=不打自招
bdzz,1=败走
bebj,1=避而不见
bebt,1=避而不谈
befm,1=不二法门
begj,1=巴尔干
bels,1=白俄罗斯
beuk,1=布尔什维克
bevx,1=不二之选
bevk,1=巴尔扎克
bfan,1=本案
bfbm,1=不方便
bfbf,1=笨笨
bfbn,1=本表
bfbo,1=奔波
bfbu,1=本部
bfbd,1=百分百
bfbi,1=百分比
bfbv,1=百发百中
bfcc,1=白发苍苍
bfci,1=本次
bfcz,1=不复存在
bfcu,1=不负此生
bfdh,1=本当
bfdi,1=本地
bfdj,1=笨蛋
bfdx,1=百废待兴
bfff,1=本分
bffh,1=奔放
bffu,1=奔赴
bfgd,1=本该
bfgo,1=本国
bfhc,1=百分号
bfhh,1=本行
bfhu,1=暴发户
bfii,1=奔驰
bfih,1=本场
bfil,1=不费吹灰之力
bfiu,1=奔出
bfjb,1=本金
bfji,1=本季
bfjp,1=本届
bfjq,1=本就
bfjx,1=本家
bfke,1=本科
bfkj,1=本刊
bfku,1=白费口舌
bfld,1=本来
bflk,1=本领
bflq,1=白费力气
bflw,1=本类
bfly,1=本轮
bfmk,1=本名
bfmf,1=本门
bfng,1=本能
bfnm,1=本年
bfnn,1=笨鸟
bfpc,1=奔跑
bfpn,1=本票
bfq,1=不服气
bfqb,1=不分青红皂白
bfqi,1=本期
bfqm,1=本钱
bfqr,1=不乏其人
bfrf,1=本人
bfri,1=本日
bfse,1=本色
bfsh,1=奔丧
bfst,1=不负所托
bftg,1=奔腾
bftc,1=奔逃
bfti,1=本体
bftm,1=本田
bftn,1=本条
bftu,1=本土
bfty,1=悲愤填膺
bfuo,1=比方说
bfuf,1=本身
bfug,1=本省
bfui,1=本事
bfur,1=贲
bfuh,1=不负韶华
bfvb,1=百分之百
bfve,1=本着
bfvi,1=本质
bfvj,1=本站
bfvo,1=笨拙
bfvs,1=笨重
bfvt,1=不法之徒
bfvu,1=笨猪
bfvw,1=不负众望
bfvy,1=百分之一
bfvz,1=本周
bfwf,1=本文
bfwu,1=本无
bfww,1=本位
bfx,1=不放心
bfxi,1=本息
bfxj,1=白费心机
bfxk,1=本性
bfxl,1=本想
bfxn,1=本校
bfxv,1=不分轩轾
bfxw,1=不法行为
bfy,1=暴风雨
bfye,1=本页
bfyi,1=本意
bfyk,1=本应
bfyr,1=本源
bfyt,1=本月
bfyz,1=不费一兵一卒
bfze,1=不负责
bfzz,1=奔走
bfzi,1=本子
bfzr,1=不负责任
bfzl,1=不放在眼里
bgbd,1=半工半读
bgbg,1=不管不顾
bgbj,1=不干不净
bgbi,1=笔耕不辍
bgbl,1=包工包料
bgbu,1=蚌埠
bgdh,1=不敢当
bgda,1=蹦跶
bgdd,1=绷带
bgdi,1=蹦迪
bgdr,1=绷断
bgdt,1=不共戴天
bgdj,1=半个多世纪
bgee,1=不过尔尔
bgfa,1=迸发
bggr,1=甭管
bggt,1=不敢苟同
bghk,1=崩坏
bgil,1=蹦床
bgjk,1=白骨精
bgjb,1=绷紧
bgji,1=蹦极
bgjj,1=百感交集
bgjm,1=不甘寂寞
bgjn,1=不干胶
bgkv,1=崩溃
bgle,1=崩了
bglh,1=不甘落后
bglj,1=八国联军
bgll,1=波光粼粼
bglm,1=不敢掠美
bglu,1=不归路
bgpk,1=不公平
bgpj,1=崩盘
bgqx,1=卑躬屈膝
bgrc,1=不过如此
bgsg,1=闭关锁国
bgsy,1=不管三七二十一
bgta,1=崩塌
bgtj,1=博古通今
bgty,1=不关痛痒
bgtz,1=包工头
bgue,1=迸射
bgui,1=办公室
bguj,1=半个世纪
bguo,1=甭说
bgur,1=不甘示弱
bgus,1=兵贵神速
bguy,1=杯弓蛇影
bgvs,1=半个钟
bgve,1=绷着
bgvf,1=秉公执法
bgvi,1=绷直
bgvt,1=半个钟头
#N/A,1=#N/A
bgwx,1=报告文学
bgwu,1=别跟我说
bgxb,1=不甘心
bgxl,1=甭想
bgxx,1=不敢相信
bgxq,1=不感兴趣
bgxu,1=半个小时
bgyt,1=半个月
bgyq,1=不顾一切
bgys,1=不够意思
bgyu,1=不甘于
bgyx,1=不苟言笑
bgyb,1=不敢越雷池一步
bgzp,1=不攻自破
bgzu,1=闭关自守
bgzv,1=八竿子打不着
bhba,1=不会吧
bhbh,1=帮帮
bhbm,1=不慌不忙
bhbj,1=饱汉不知饿汉饥
bhda,1=棒打
bhdj,1=榜单
bhdd,1=变化多端
bhdk,1=绑定
bhdr,1=不遑多让
bhdc,1=北海道
bhel,1=不寒而栗
bhes,1=不欢而散
bhfw,1=绑匪
bhge,1=不合格
bhgl,1=别鹤孤鸾
bhgs,1=帮工
bhgv,1=帮规
bhgx,1=北回归线
bhhx,1=白花花
bhhe,1=棒喝
bhhv,1=帮会
bhhy,1=不怀好意
bhif,1=帮衬
bhig,1=磅秤
bhiv,1=棒槌
bhil,1=不合常理
bhjb,1=绑紧
bhji,1=棒极
bhjn,1=邦交
bhjx,1=绑架
bhke,1=蚌壳
bhl,1=不合理
bhli,1=白鹤亮翅
bhlc,1=绑牢
bhle,1=帮了
bhlh,1=悲欢离合
bhld,1=不回来
bhmc,1=变幻莫测
bhmh,1=帮忙
bhml,1=兵荒马乱
bhma,1=巴哈马
bhpn,1=绑票
bhpd,1=帮派
bhpj,1=不患贫而患不均
bhqu,1=不回去
bhqy,1=不合群
bhqf,1=百花齐放
bhql,1=帮腔
bhqq,1=棒球
bhrf,1=帮人
bhre,1=不好惹
bhsr,1=不划算
bhsj,1=保护伞
bhuo,1=不好说
bhui,1=不合适
bhuy,1=不合时宜
bhuz,1=帮手
bhvu,1=帮助
bhve,1=帮着
bhvn,1=不惑之年
bhvt,1=抱恨终天
bhvy,1=百花争艳
bhwj,1=傍晚
bhwi,1=变幻无常
bhwq,1=变化无穷
bhxp,1=冰魂雪魄
bhxs,1=帮凶
bhxk,1=保护性
bhyh,1=榜样
bhyj,1=榜眼
bhys,1=不好意思
bhzd,1=绑在
bhzi,1=棒子
bian,1=彼岸
bibd,1=必败
bibh,1=臂膀
bibi,1=比比
bibk,1=弊病
bibn,1=不吵不闹
bibj,1=罢黜百家
bibo,1=碧波
bibv,1=把持不住
bibw,1=必备
biby,1=百吃不厌
bici,1=彼此
bide,1=必得
bidg,1=壁灯
bidk,1=必定
bidr,1=弊端
bidu,1=必读
bidv,1=比对
bidd,1=笔袋
bifh,1=比方
bifa,1=笔法
biff,1=比分
bifg,1=避风
bify,1=不成方圆
bigj,1=笔杆
bigl,1=避光
bigr,1=闭关
bigt,1=百尺竿头
bigv,1=壁柜
bigb,1=百尺竿头更进一步
bigh,1=百川归海
bihd,1=碧海
bihe,1=闭合
bihl,1=不差毫厘
biho,1=避祸
bihu,1=庇护
bihv,1=避讳
bihx,1=笔画
bihy,1=逼婚
bijb,1=逼近
biji,1=笔记
bijk,1=毕竟
bijl,1=必将
bijm,1=鼻尖
bijq,1=必究
bijr,1=闭卷
bijy,1=不成敬意
bijx,1=备尝艰辛
bijv,1=别出机杼
bikd,1=避开
biks,1=鼻孔
bikz,1=闭口
bikj,1=必看
bili,1=比例
bile,1=毙了
bilj,1=碧蓝
bill,1=鼻梁
bilu,1=笔录
bilv,1=比率
bilw,1=壁垒
biln,1=拔出萝卜带出泥
bimc,1=鼻毛
bimf,1=闭门
bimj,1=鞭长莫及
bimk,1=笔名
bimm,1=避免
bimo,1=笔墨
bimu,1=闭幕
bimw,1=比美
bini,1=比拟
binj,1=避难
binv,1=婢女
bipb,1=比拼
bipo,1=逼迫
biqi,1=比起
biql,1=鼻腔
biqq,1=壁球
biqw,1=不成其为
birh,1=避让
birj,1=必然
biru,1=比如
birf,1=鄙人
bisd,1=比赛
bise,1=闭塞
bisa,1=比萨
bisi,1=必死
bisl,1=不出所料
bitc,1=笔套
bite,1=比特
biti,1=鼻涕
bitk,1=笔挺
bitt,1=不成体统
bitz,1=鼻头
biuh,1=闭上
biui,1=鄙视
biuu,1=避暑
biua,1=必杀
biug,1=必胜
biuv,1=避税
biuy,1=笔顺
biuz,1=匕首
bivc,1=比照
bivd,1=逼债
bive,1=闭着
bivf,1=逼真
bivg,1=必争
bivh,1=臂章
bivi,1=壁纸
bivs,1=比重
bivt,1=不吃这一套
biwf,1=逼问
biwj,1=臂弯
biwu,1=比武
biwt,1=不成问题
bixb,1=笔芯
bixc,1=别出心裁
bixh,1=报仇雪恨
bixi,1=鼻息
bixk,1=笔形
bixm,1=避嫌
bixp,1=辟邪
bixq,1=必修
bixr,1=必选
bixt,1=鼻血
bixu,1=必须
bixw,1=不耻下问
bixx,1=陛下
biyb,1=鼻音
biyc,1=必要
biye,1=毕业
biyr,1=不齿于人
biys,1=不吃羊肉惹身臊
biyu,1=比喻
biyy,1=避孕
biyz,1=必有
bizi,1=鼻子
bizo,1=比作
bizu,1=鼻祖
bizv,1=闭嘴
bizz,1=逼走
bjan,1=办案
bjbd,1=半百
bjbf,1=版本
bjbi,1=半壁
bjbj,1=斑斑
bjbk,1=搬兵
bjbl,1=半斤八两
bjbm,1=半边
bjbo,1=斑驳
bjbs,1=不见不散
bjbu,1=颁布
bjbz,1=不骄不躁
bjbx,1=不疾不徐
bjch,1=半仓
bjcd,1=板材
bjci,1=班次
bjcs,1=饱经沧桑
bjdc,1=搬到
bjde,1=不见得
bjdg,1=板凳
bjdi,1=班底
bjdn,1=不减当年
bjdr,1=半段
bjds,1=搬动
bjdu,1=伴读
bjdl,1=不记得了
bjdj,1=不计代价
bjey,1=比较而言
bjel,1=比肩而立
bjev,1=不教而诛
bjez,1=不胫而走
bjfa,1=办法
bjff,1=半分
bjfu,1=饱经风霜
bjfq,1=不解风情
bjfi,1=宝剑锋从磨砺出
bjg,1=不及格
bjge,1=半个
bjgl,1=不见棺材不落泪
bjgs,1=办公
bjgv,1=版规
bjgx,1=白驹过隙
bjh,1=比较好
bjhc,1=办好
bjhf,1=瘢痕
bjhj,1=半酣
bjhx,1=版画
bjhh,1=保驾护航
bjih,1=半场
bjie,1=班车
bjig,1=办成
bjij,1=班禅
bjiu,1=搬出
bjj,1=不仅仅
bjjb,1=半斤
bjji,1=班级
bjjk,1=半径
bjjl,1=颁奖
bjjn,1=半角
bjjp,1=半截
bjjq,1=斑鸠
bjju,1=半句
bjjx,1=搬家
bjkk,1=版块
bjkd,1=搬开
bjks,1=半空
bjku,1=扮酷
bjkl,1=不积跬步无以至千里
bjle,1=不见了
bjlh,1=伴郎
bjli,1=办理
bjlj,1=斑斓
bjlk,1=冰激凌
bjlo,1=半裸
bjlu,1=半路
bjlv,1=伴侣
bjlx,1=背井离乡
bjly,1=保加利亚
bjma,1=斑马
bjmm,1=版面
bjmg,1=不结盟
bjmd,1=不结盟运动
bjmz,1=不讲面子
bjni,1=比基尼
bjnl,1=伴娘
bjnm,1=半年
bjns,1=搬弄
bjpd,1=半拍
bjpk,1=半瓶
bjpn,1=半票
bjpw,1=般配
bjpb,1=保健品
bjq,1=不久前
bjqm,1=搬迁
bjqq,1=并驾齐驱
bjqr,1=版权
bjqu,1=不计其数
bjqx,1=不计前嫌
bjrc,1=不仅如此
bjri,1=半日
bjrq,1=不近人情
bjry,1=不尽人意
bjru,1=搬入
bjrj,1=不尽然
bjsi,1=半死
bjsl,1=不见森林
bjss,1=不假思索
bjst,1=巴基斯坦
bjsv,1=伴随
bjsc,1=悲剧色彩
bjtm,1=半天
bjto,1=办妥
bjtr,1=不见天日
bjts,1=半桶
bjtu,1=半途
bjty,1=不见兔子不撒鹰
bju,1=北京市
bjuf,1=半身
bjug,1=半生
bjui,1=办事
bjuh,1=班上
bjuj,1=半山
bjuq,1=杯酒释兵权
bjuu,1=半数
bjuv,1=版税
bjuz,1=扳手
bjvd,1=必经之地
bjvg,1=办证
bjvh,1=班长
bjvj,1=败军之将
bjvl,1=必经之路
bjvm,1=百家争鸣
bjvr,1=搬砖
bjvt,1=不经之谈
bjvu,1=版主
bjvx,1=不见真佛不烧香
bjvy,1=不解之缘
bjwf,1=斑纹
bjwg,1=保家卫国
bjwj,1=办完
bjwm,1=不尽完美
bjwu,1=伴舞
bjx,1=百家姓
bjxj,1=不拘小节
bjxk,1=颁行
bjxl,1=扮相
bjxm,1=半仙
bjxt,1=不尽相同
bjy,1=不经意
bjya,1=板鸭
bjye,1=半夜
bjyg,1=别具一格
bjyi,1=搬移
bjyj,1=扮演
bjyr,1=半圆
bjyt,1=半月
bjyv,1=不经一事不长一智
bjyy,1=搬运
bjyd,1=败局已定
bjyq,1=不讲义气
bjyh,1=不久以后
bjz,1=败家子
bjzi,1=班子
bjzo,1=扮作
bjzt,1=不进则退
bjzu,1=班组
bjzv,1=拌嘴
bjzz,1=伴奏
bjdx,1=北京大学
bjux,1=北京师范大学
bkan,1=并案
bkbc,1=冰雹
bkbd,1=兵败
bkbh,1=冰棒
bkbm,1=病变
bkbu,1=并不
bkbk,1=冰冰
bkby,1=百看不厌
bkcy,1=并存
bkdc,1=冰岛
bkdd,1=不可多得
bkdg,1=冰灯
bkdn,1=冰雕
bkds,1=冰冻
bkdm,1=冰点
bkdu,1=病毒
bkev,1=不可遏制
bkfa,1=兵法
bkfg,1=冰封
bkfh,1=病房
bkfr,1=不可否认
bkfw,1=并非
bkgz,1=并购
bkgc,1=禀告
bkgf,1=病根
bkgj,1=饼干
bkgl,1=不可估量
bkgr,1=不可告人
bkgs,1=秉公
bkgu,1=病故
bkgv,1=冰柜
bkgy,1=冰棍
bkhc,1=病号
bkhd,1=病害
bkhe,1=冰河
bkhq,1=不可或缺
bkhr,1=病患
bkhu,1=不堪回首
bkig,1=秉承
bkii,1=秉持
bkiu,1=摒除
bkil,1=病床
bkir,1=冰川
bkjl,1=并将
bkjb,1=并进
bkjd,1=不可兼得
bkji,1=并击
bkjm,1=并肩
bkjn,1=冰窖
bkjq,1=并就
bkju,1=病句
bkjx,1=病假
bkjy,1=病菌
bkke,1=并可
bkkj,1=不可开交
bkkk,1=冰块
bkkz,1=并口
bklv,1=不考虑
bkle,1=病了
bklg,1=冰冷
bklh,1=槟榔
bkli,1=病例
bkll,1=冰凉
bklm,1=并联
bklp,1=并列
bkly,1=不可理喻
bkma,1=兵马
bkmb,1=百口莫辩
bkmk,1=禀明
bkmo,1=病魔
bkmv,1=不可名状
bkmw,1=并没
bkmm,1=不可磨灭
bkng,1=不可能
bknd,1=不可能的
bknb,1=不可能吧
bkpd,1=并排
bkpf,1=不可偏废
bkpu,1=不靠谱
bkqi,1=兵器
bkqj,1=不可企及
bkqk,1=病情
bkqp,1=并且
bkqq,1=冰球
bkqr,1=兵权
bkrf,1=病人
bkre,1=不堪入耳
bkrm,1=不堪入目
bkrs,1=病容
bkru,1=并入
bkry,1=宾客如云
bksi,1=病死
bksm,1=不看僧面看佛面
bksy,1=不可思议
bkts,1=病痛
bkth,1=冰糖
bkta,1=病榻
bktd,1=病态
bktr,1=兵团
bktv,1=病退
bkty,1=不可同日而语
bkuh,1=冰上
bkui,1=病逝
bkuj,1=冰山
bkul,1=冰霜
bkum,1=别开生面
bkuu,1=兵书
bkuv,1=冰水
bkux,1=不堪设想
bkvg,1=病症
bkvm,1=不可捉摸
bkwu,1=并无
bkww,1=并未
bkxb,1=不开心
bkxk,1=并行
bkxl,1=冰箱
bkxp,1=冰鞋
bkxi,1=屏息
bkxq,1=不可小觑
bkxt,1=冰雪
bkxw,1=不可信其无
bkxx,1=不可想象
bky,1=不可以
bkym,1=不可以吗
bkyb,1=病因
bkyd,1=不可以的
bkyi,1=不可言传
bkyj,1=不堪一击
bkyk,1=兵营
bkys,1=并用
bkyu,1=并于
bkyv,1=不可言状
bkyz,1=并有
bkzd,1=并在
bkzc,1=不可造次
bkzi,1=饼子
blbq,1=不离不弃
blbj,1=波澜不惊
blbl,1=不伦不类
blby,1=表里不一
blbr,1=不冷不热
blbo,1=白萝卜
blbx,1=奔流不息
blcd,1=不理睬
blcj,1=不吝赐教
bldm,1=便利店
bldh,1=波罗的海
bldi,1=白兰地
bldx,1=薄利多销
bleh,1=不劳而获
blfw,1=别浪费
blfm,1=不露锋芒
blfy,1=不良反应
blfv,1=拨乱反正
blfl,1=别浪费了
blgv,1=巴拉圭
blhv,1=博览会
bliy,1=碧螺春
blig,1=百炼成钢
blih,1=鬓乱钗横
blij,1=半路出家
blix,1=兵临城下
bljp,1=不了解
bljd,1=兵来将挡
bljj,1=濒临绝境
bljl,1=不良记录
bljy,1=八路军
blju,1=本来就是
blkd,1=不离开
blkj,1=不落窠臼
blkf,1=暴力抗法
blle,1=不聊了
blll,1=筚路蓝缕
bllv,1=不了了之
blmf,1=爆冷门
blmm,1=本来面目
blmi,1=菠萝蜜
blpb,1=舶来品
blpu,1=步履蹒跚
blqq,1=保龄球
blqm,1=不留情面
blqr,1=壁立千仞
blqu,1=博览群书
blrd,1=病来如山倒
blry,1=表里如一
blsy,1=壁垒森严
blse,1=布鲁塞尔
blst,1=巴勒斯坦
bltu,1=柏拉图
blty,1=百里挑一
blth,1=白里透红
blu,1=不论是
blui,1=比利时
blus,1=不露声色
blvf,1=避雷针
blvj,1=不吝指教
blvk,1=波澜壮阔
blvt,1=别来这一套
blw,1=芭蕾舞
blwi,1=逼良为娼
blwj,1=步履维艰
blwx,1=包罗万象
blwy,1=别来无恙
blxn,1=半老徐娘
blyu,1=不利于
blyd,1=不留余地
blyw,1=本来以为
blz,1=伯利兹
blzu,1=布朗族
blzi,1=不良资产
bmb,1=不明白
bmbb,1=不明不白
bmbc,1=编报
bmbo,1=辩驳
bmbp,1=辨别
bmbu,1=遍布
bmbm,1=便便
bmcd,1=辩才
bmce,1=鞭策
bmci,1=辩词
bmcj,1=便餐
bmda,1=变大
bmdc,1=编导
bmde,1=变得
bmdh,1=便当
bmdi,1=遍地
bmdj,1=扁担
bmdk,1=编订
bmdn,1=变调
bmds,1=变动
bmdv,1=编队
bmdz,1=扁豆
bmee,1=匾额
bmeh,1=不谋而合
bmfa,1=变法
bmfg,1=边锋
bmfh,1=边防
bmfj,1=便饭
bmfu,1=蝙蝠
bmge,1=变革
bmgg,1=变更
bmgr,1=边关
bmgu,1=变故
bmgx,1=变卦
bmhc,1=编号
bmhk,1=变坏
bmhr,1=变换
bmhu,1=辩护
bmhv,1=变回
bmhx,1=变化
bmia,1=变差
bmie,1=便车
bmig,1=变成
bmiv,1=边陲
bmih,1=变长
bmii,1=鞭笞
bmjp,1=便捷
bmji,1=编辑
bmjk,1=边境
bmjl,1=边疆
bmjm,1=边检
bmju,1=编剧
bmke,1=便可
bmkk,1=变快
bmkl,1=边框
bmlc,1=变老
bmle,1=变了
bmlg,1=变冷
bmli,1=便利
bmll,1=变量
bmlf,1=八面来风
bmlm,1=变脸
bmly,1=辩论
bmma,1=编码
bmmb,1=便民
bmmc,1=边贸
bmmd,1=变卖
bmmf,1=边门
bmmi,1=便秘
bmmj,1=变慢
bmmk,1=辨明
bmnm,1=本命年
bmnf,1=班门弄斧
bmnu,1=不瞒你说
bmnn,1=便溺
bmnw,1=编内
bmnr,1=变暖
bmpb,1=变频
bmpc,1=鞭炮
bmpd,1=编排
bmpj,1=变盘
bmpk,1=扁平
bmql,1=变强
bmqm,1=变迁
bmqt,1=扁鹊
bmqu,1=编曲
bmqv,1=不谋其政
bmqx,1=边卡
bmrf,1=辨认
bmru,1=编入
bmsd,1=边塞
bmse,1=变色
bmsg,1=闭门思过
bmsu,1=变速
bmsy,1=贬损
bmtd,1=变态
bmta,1=鞭挞
bmti,1=变体
bmtm,1=变天
bmtn,1=便条
bmts,1=变通
bmuf,1=变身
bmuh,1=边上
bmuu,1=变数
bmui,1=辨识
bmuk,1=表面上看
bmvd,1=不毛之地
bmve,1=编者
bmvf,1=变阵
bmvg,1=辩证
bmvi,1=编制
bmvc,1=变招
bmvl,1=便装
bmvr,1=编撰
bmvs,1=变种
bmvu,1=编著
bmvv,1=百忙之中
bmvx,1=不明真相
bmvz,1=北美洲
bmvy,1=笔墨纸砚
bmvh,1=不买账
bmwd,1=编外
bmwf,1=八面威风
bmwu,1=编舞
bmwv,1=表面文章
bmww,1=变为
bmwz,1=白马王子
bmxb,1=变心
bmxi,1=宝马香车
bmxk,1=变形
bmxq,1=编修
bmxl,1=变相
bmxm,1=变现
bmxn,1=变小
bmxp,1=编写
bmxx,1=表面现象
bmy,1=并没有
bmya,1=变压
bmye,1=遍野
bmyb,1=编印
bmyh,1=变样
bmyj,1=边沿
bmyr,1=边缘
bmys,1=兵马俑
bmyu,1=便于
bmyz,1=便有
bmyq,1=不名一钱
bmyw,1=不名一文
bmzc,1=编造
bmzi,1=辫子
bmzo,1=变作
bmzr,1=编纂
bmzu,1=编组
bmzy,1=不鸣则已
bnbd,1=表白
bnbf,1=标本
bnbh,1=标榜
bnbk,1=标兵
bnba,1=标靶
bnbn,1=不男不女
bnby,1=百年不遇
bncg,1=表层
bndu,1=本年度
bnda,1=表达
bndd,1=表带
bndi,1=表弟
bndj,1=表单
bndm,1=标点
bnfj,1=不耐烦
bnge,1=表格
bngs,1=表功
bnhj,1=彪悍
bnhu,1=裱糊
bnhh,1=百年好合
bniu,1=标出
bnie,1=飙车
bnif,1=百鸟朝凤
bnii,1=标尺
bnje,1=不念旧恶
bnji,1=标记
bnjp,1=表姐
bnjt,1=表决
bnju,1=镖局
bnjx,1=标价
bnki,1=不难看出
bnlu,1=表露
bnlm,1=表链
bnli,1=表里
bnma,1=巴拿马
bnmk,1=表明
bnmm,1=表面
bnmw,1=表妹
bnnw,1=表内
bnny,1=百年难遇
bnpi,1=表皮
bnpw,1=标配
bnpd,1=标牌
bnqb,1=表亲
bnqk,1=表情
bnql,1=标枪
bnqm,1=标签
bnsc,1=表嫂
bnsy,1=饱暖思淫欲
bnti,1=标题
bntd,1=表态
bntz,1=表头
bnui,1=表示
bnug,1=飙升
bnuk,1=表率
bnuu,1=表述
bnv,1=白内障
bnvy,1=标准
bnvf,1=表针
bnvh,1=表彰
bnvi,1=标志
bnvg,1=表征
bnvu,1=标注
bnwd,1=表外
bnxm,1=表现
bnxf,1=笨鸟先飞
bnxk,1=表形
bnxl,1=表象
bnxs,1=表兄
bnxx,1=不难想象
bnyj,1=表演
bnye,1=表页
bnyh,1=表扬
bnyu,1=标语
bnyz,1=标有
bnzi,1=婊子
bnzb,1=不能自拔
bnzy,1=不能自已
bngj,1=标杆
boai,1=博爱
bobc,1=播报
bobk,1=薄冰
bobo,1=伯伯
bocd,1=菠菜
boda,1=拨打
bodc,1=波导
bode,1=博得
bodn,1=剥掉
bodo,1=剥夺
bodr,1=波段
bods,1=波动
bodz,1=搏斗
boen,1=波恩
bofa,1=播发
bofh,1=播放
bogg,1=脖颈
bogl,1=剥光
bohc,1=拨号
bohd,1=渤海
bohe,1=薄荷
bohv,1=驳回
bohw,1=波黑
boiu,1=播出
boih,1=波长
boii,1=驳斥
boie,1=泊车
boji,1=波及
